"6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6"
"6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6"
"6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6"
"6;8;8;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;8;6"
"6;8;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;6;8;8;6"
"6;8;8;6;6;8;6;6;0;0;0;0;0;0;0;0;0;0;0;0;8;6;8;8;6"
"6;8;8;6;6;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;8;6;8;8;6"
"6;8;8;6;6;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;8;6;8;8;6"
"6;8;8;6;6;8;6;6;2;6;6;6;6;6;6;6;6;6;6;6;8;6;8;8;6"
"6;8;8;6;6;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;8;1;8;8;6"
"6;8;8;6;6;8;6;6;8;0;0;0;0;0;0;0;0;0;8;6;8;8;8;8;6"
"6;8;8;6;6;8;6;6;8;6;6;6;6;6;6;6;6;6;8;6;8;8;8;8;6"
"6;8;8;6;6;8;6;6;0;0;0;0;0;0;0;0;0;6;8;6;6;3;8;8;6"
"6;8;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;6;8;6;8;8;8;8;6"
"6;8;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;6;8;6;8;6;8;8;6"
"6;8;8;6;6;8;6;6;0;0;0;0;0;0;0;0;0;6;8;6;8;6;8;8;6"
"6;8;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;6;8;6;8;6;8;8;6"
"6;8;8;6;6;8;6;6;0;0;0;0;0;0;0;0;0;0;8;6;8;6;8;8;6"
"6;8;8;4;6;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;8;6;8;8;6"
"6;8;8;6;6;8;6;6;2;6;6;6;6;6;6;6;6;6;6;6;8;6;8;8;6"
"6;0;0;0;0;0;6;6;0;6;5;6;6;6;6;6;6;6;6;6;8;6;8;8;6"
"6;8;8;6;6;8;6;6;8;6;6;6;6;6;6;6;6;6;6;6;8;6;8;8;6"
"6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6"
"6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6"
"6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6"
