"7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7"
"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"8;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8"
"8;6;8;0;0;6;6;8;8;6;6;8;8;6;6;8;6;6;8;0;0;0;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;8;6;6;6;8;6;6;8;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;8;6;6;6;8;6;6;8;6;5;6;8;6;8"
"8;6;8;6;6;6;6;6;8;8;8;8;6;6;6;8;6;6;8;6;6;6;8;6;8"
"8;6;8;0;0;6;4;6;6;8;8;6;6;6;6;8;6;6;8;0;6;0;8;6;8"
"8;6;8;6;6;6;6;6;8;8;8;8;6;6;6;8;6;6;8;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;8;6;6;6;8;6;6;8;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;8;6;6;6;8;6;6;8;6;6;6;8;6;8"
"8;6;8;0;0;6;6;8;8;6;6;8;8;6;6;8;6;6;8;6;6;6;8;6;8"
"8;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8"
"8;6;8;0;0;0;6;6;8;0;0;0;6;6;8;0;0;0;0;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;6;6;6;8;6;6;6;6;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;6;6;6;8;6;6;6;6;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;6;6;6;8;6;6;6;6;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;0;0;6;6;6;8;0;0;0;8;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;6;6;6;6;6;6;6;8;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;6;6;6;6;6;6;6;8;6;6;6;8;6;8"
"8;6;8;6;6;6;6;6;8;6;6;6;6;6;6;6;6;6;8;6;6;6;8;6;8"
"8;6;8;0;0;0;6;6;8;0;0;0;6;6;0;0;0;0;8;6;6;6;8;6;8"
"8;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;8"
"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7"
